busdate,yy,mm,dd,dong_id,guest_cnt,ww,hh,g_cnt,wd,gu_id
2022-03-07,2022,3,7,1124078,4355,0,12,180,0,11240
2022-03-07,2022,3,7,1124075,1793,0,12,123,0,11240
2022-03-07,2022,3,7,1124071,9293,0,12,400,0,11240
2022-03-07,2022,3,7,1124067,5991,0,12,238,0,11240
2022-03-07,2022,3,7,1124066,7543,0,12,331,0,11240
2022-03-07,2022,3,7,1124062,2081,0,12,68,0,11240
2022-03-07,2022,3,7,1124061,7888,0,12,353,0,11240
2022-03-07,2022,3,7,1124060,9799,0,12,428,0,11240
2022-03-07,2022,3,7,1124058,6286,0,12,255,0,11240
2022-03-07,2022,3,7,1124057,3086,0,12,135,0,11240
2022-03-07,2022,3,7,1124056,6054,0,12,283,0,11240
2022-03-07,2022,3,7,1124054,2914,0,12,116,0,11240
2022-03-07,2022,3,7,1124052,6734,0,12,308,0,11240
2022-03-07,2022,3,7,1124082,11517,0,12,463,0,11240
2022-03-07,2022,3,7,1124081,9846,0,12,340,0,11240
2022-03-07,2022,3,7,1124065,8780,0,12,355,0,11240
2022-03-07,2022,3,7,1124064,7148,0,12,330,0,11240
2022-03-08,2022,3,8,1124053,2700,1,12,126,0,11240
2022-03-08,2022,3,8,1124077,14080,1,12,525,0,11240
2022-03-08,2022,3,8,1124069,8739,1,12,333,0,11240
2022-03-08,2022,3,8,1124063,11822,1,12,511,0,11240
2022-03-08,2022,3,8,1124059,4919,1,12,198,0,11240
2022-03-08,2022,3,8,1124055,3329,1,12,144,0,11240
2022-03-08,2022,3,8,1124051,3485,1,12,144,0,11240
2022-03-08,2022,3,8,1124068,4376,1,12,155,0,11240
2022-03-08,2022,3,8,1124080,16115,1,12,602,0,11240
2022-03-08,2022,3,8,1124079,3780,1,12,166,0,11240
2022-03-08,2022,3,8,1124078,4290,1,12,200,0,11240
2022-03-08,2022,3,8,1124075,1745,1,12,112,0,11240
2022-03-08,2022,3,8,1124071,9762,1,12,399,0,11240
2022-03-08,2022,3,8,1124067,6133,1,12,254,0,11240
2022-03-08,2022,3,8,1124066,7636,1,12,310,0,11240
2022-03-08,2022,3,8,1124062,2099,1,12,188,0,11240
2022-03-08,2022,3,8,1124061,8085,1,12,328,0,11240
2022-03-08,2022,3,8,1124060,9819,1,12,385,0,11240
2022-03-08,2022,3,8,1124058,6370,1,12,273,0,11240
2022-03-08,2022,3,8,1124057,3115,1,12,156,0,11240
2022-03-08,2022,3,8,1124056,6004,1,12,300,0,11240
2022-03-08,2022,3,8,1124054,2938,1,12,122,0,11240
2022-03-08,2022,3,8,1124052,6718,1,12,289,0,11240
2022-03-08,2022,3,8,1124082,11939,1,12,462,0,11240
2022-03-08,2022,3,8,1124081,10164,1,12,365,0,11240
2022-03-08,2022,3,8,1124065,8982,1,12,437,0,11240
2022-03-08,2022,3,8,1124064,7188,1,12,312,0,11240
2022-03-09,2022,3,9,1124082,6173,2,12,432,1,11240
2022-03-09,2022,3,9,1124081,5962,2,12,347,1,11240
2022-03-09,2022,3,9,1124065,5111,2,12,317,1,11240
2022-03-09,2022,3,9,1124064,4569,2,12,360,1,11240
2022-03-09,2022,3,9,1124053,1563,2,12,109,1,11240
2022-03-09,2022,3,9,1124077,10188,2,12,488,1,11240
2022-03-09,2022,3,9,1124069,4782,2,12,260,1,11240
2022-03-09,2022,3,9,1124063,7269,2,12,470,1,11240
2022-03-09,2022,3,9,1124059,2913,2,12,158,1,11240
2022-03-09,2022,3,9,1124055,2220,2,12,201,1,11240
2022-03-09,2022,3,9,1124051,1973,2,12,113,1,11240
2022-03-09,2022,3,9,1124068,2330,2,12,169,1,11240
2022-03-09,2022,3,9,1124080,11055,2,12,540,1,11240
2022-03-09,2022,3,9,1124079,2157,2,12,133,1,11240
2022-03-09,2022,3,9,1124078,2174,2,12,99,1,11240
2022-03-09,2022,3,9,1124075,1073,2,12,77,1,11240
2022-03-09,2022,3,9,1124071,6550,2,12,443,1,11240
2022-03-09,2022,3,9,1124067,3755,2,12,318,1,11240
2022-03-09,2022,3,9,1124066,4759,2,12,320,1,11240
2022-03-09,2022,3,9,1124062,974,2,12,81,1,11240
2022-03-09,2022,3,9,1124061,5514,2,12,310,1,11240
2022-03-09,2022,3,9,1124060,5831,2,12,552,1,11240
2022-03-09,2022,3,9,1124058,4221,2,12,272,1,11240
2022-03-09,2022,3,9,1124057,1877,2,12,172,1,11240
2022-03-09,2022,3,9,1124056,4076,2,12,319,1,11240
2022-03-09,2022,3,9,1124054,1695,2,12,109,1,11240
2022-03-09,2022,3,9,1124052,3491,2,12,232,1,11240
2022-03-10,2022,3,10,1124053,2706,3,12,116,0,11240
2022-03-10,2022,3,10,1124077,13847,3,12,594,0,11240
2022-03-10,2022,3,10,1124069,8446,3,12,279,0,11240
2022-03-10,2022,3,10,1124063,11425,3,12,482,0,11240
2022-03-10,2022,3,10,1124059,4897,3,12,181,0,11240
2022-03-10,2022,3,10,1124055,3193,3,12,138,0,11240
2022-03-10,2022,3,10,1124051,3371,3,12,143,0,11240
2022-03-10,2022,3,10,1124068,4244,3,12,353,0,11240
2022-03-10,2022,3,10,1124080,15936,3,12,575,0,11240
2022-03-10,2022,3,10,1124079,4596,3,12,188,0,11240
2022-03-10,2022,3,10,1124078,4690,3,12,167,0,11240
2022-03-10,2022,3,10,1124075,1828,3,12,114,0,11240
2022-03-10,2022,3,10,1124071,9686,3,12,399,0,11240
2022-03-10,2022,3,10,1124067,5886,3,12,279,0,11240
2022-03-10,2022,3,10,1124066,7584,3,12,357,0,11240
2022-03-10,2022,3,10,1124062,2079,3,12,86,0,11240
2022-03-10,2022,3,10,1124061,8064,3,12,326,0,11240
2022-03-10,2022,3,10,1124060,9743,3,12,392,0,11240
2022-03-10,2022,3,10,1124058,6168,3,12,262,0,11240
2022-03-10,2022,3,10,1124057,3135,3,12,125,0,11240
2022-03-10,2022,3,10,1124056,5877,3,12,280,0,11240
2022-03-10,2022,3,10,1124054,2903,3,12,106,0,11240
2022-03-10,2022,3,10,1124052,6613,3,12,276,0,11240
2022-03-10,2022,3,10,1124082,11741,3,12,427,0,11240
2022-03-10,2022,3,10,1124081,9727,3,12,388,0,11240
2022-03-10,2022,3,10,1124065,8740,3,12,333,0,11240
2022-03-10,2022,3,10,1124064,7132,3,12,308,0,11240
2022-03-11,2022,3,11,1124082,12197,4,12,470,0,11240
2022-03-11,2022,3,11,1124081,10106,4,12,384,0,11240
2022-03-11,2022,3,11,1124065,9059,4,12,335,0,11240
2022-03-11,2022,3,11,1124064,7281,4,12,310,0,11240
2022-03-11,2022,3,11,1124053,2719,4,12,108,0,11240
2022-03-11,2022,3,11,1124077,14869,4,12,587,0,11240
2022-03-11,2022,3,11,1124069,8628,4,12,289,0,11240
2022-03-11,2022,3,11,1124063,12102,4,12,502,0,11240
2022-03-11,2022,3,11,1124059,5079,4,12,197,0,11240
2022-03-11,2022,3,11,1124055,3253,4,12,120,0,11240
2022-03-11,2022,3,11,1124051,3522,4,12,139,0,11240
2022-03-11,2022,3,11,1124068,4363,4,12,284,0,11240
2022-03-11,2022,3,11,1124080,16415,4,12,622,0,11240
2022-03-11,2022,3,11,1124079,3948,4,12,155,0,11240
2022-03-11,2022,3,11,1124078,4310,4,12,146,0,11240
2022-03-11,2022,3,11,1124075,1915,4,12,76,0,11240
2022-03-11,2022,3,11,1124071,9886,4,12,419,0,11240
2022-03-11,2022,3,11,1124067,6194,4,12,294,0,11240
2022-03-11,2022,3,11,1124066,7951,4,12,376,0,11240
2022-03-11,2022,3,11,1124062,2091,4,12,86,0,11240
2022-03-11,2022,3,11,1124061,8328,4,12,330,0,11240
2022-03-11,2022,3,11,1124060,10082,4,12,481,0,11240
2022-03-11,2022,3,11,1124058,6377,4,12,290,0,11240
2022-03-11,2022,3,11,1124057,3176,4,12,145,0,11240
2022-03-11,2022,3,11,1124056,6214,4,12,351,0,11240
2022-03-11,2022,3,11,1124054,2864,4,12,115,0,11240
2022-03-11,2022,3,11,1124052,6700,4,12,259,0,11240
2022-03-12,2022,3,12,1124082,7693,5,12,579,1,11240
2022-03-12,2022,3,12,1124081,6891,5,12,440,1,11240
2022-03-12,2022,3,12,1124065,5764,5,12,365,1,11240
2022-03-12,2022,3,12,1124064,5212,5,12,400,1,11240
2022-03-12,2022,3,12,1124053,1768,5,12,137,1,11240
2022-03-12,2022,3,12,1124077,11839,5,12,603,1,11240
2022-03-12,2022,3,12,1124069,5271,5,12,266,1,11240
2022-03-12,2022,3,12,1124063,8373,5,12,591,1,11240
2022-03-12,2022,3,12,1124059,3391,5,12,188,1,11240
2022-03-12,2022,3,12,1124055,2626,5,12,215,1,11240
2022-03-12,2022,3,12,1124051,2270,5,12,159,1,11240
2022-03-12,2022,3,12,1124068,2637,5,12,206,1,11240
2022-03-12,2022,3,12,1124080,12896,5,12,697,1,11240
2022-03-12,2022,3,12,1124079,3393,5,12,235,1,11240
2022-03-12,2022,3,12,1124078,3062,5,12,153,1,11240
2022-03-12,2022,3,12,1124075,1320,5,12,98,1,11240
2022-03-12,2022,3,12,1124071,7897,5,12,550,1,11240
2022-03-12,2022,3,12,1124067,4338,5,12,335,1,11240
2022-03-12,2022,3,12,1124066,5483,5,12,393,1,11240
2022-03-12,2022,3,12,1124062,1199,5,12,101,1,11240
2022-03-12,2022,3,12,1124061,6616,5,12,444,1,11240
2022-03-12,2022,3,12,1124060,6944,5,12,530,1,11240
2022-03-12,2022,3,12,1124058,4789,5,12,370,1,11240
2022-03-12,2022,3,12,1124057,2367,5,12,209,1,11240
2022-03-12,2022,3,12,1124056,4706,5,12,343,1,11240
2022-03-12,2022,3,12,1124054,1998,5,12,155,1,11240
2022-03-12,2022,3,12,1124052,3978,5,12,322,1,11240
2022-03-13,2022,3,13,1124082,4948,6,12,395,1,11240
2022-03-13,2022,3,13,1124081,4673,6,12,345,1,11240
2022-03-13,2022,3,13,1124065,3727,6,12,338,1,11240
2022-03-13,2022,3,13,1124064,3468,6,12,257,1,11240
2022-03-13,2022,3,13,1124053,1235,6,12,99,1,11240
2022-03-13,2022,3,13,1124077,8252,6,12,356,1,11240
2022-03-13,2022,3,13,1124069,3500,6,12,201,1,11240
2022-03-13,2022,3,13,1124063,5495,6,12,362,1,11240
2022-03-13,2022,3,13,1124059,2324,6,12,161,1,11240
2022-03-13,2022,3,13,1124055,1670,6,12,139,1,11240
2022-03-13,2022,3,13,1124051,1657,6,12,113,1,11240
2022-03-13,2022,3,13,1124068,1768,6,12,148,1,11240
2022-03-13,2022,3,13,1124080,8730,6,12,405,1,11240
2022-03-13,2022,3,13,1124079,2372,6,12,149,1,11240
2022-03-13,2022,3,13,1124078,2288,6,12,126,1,11240
2022-03-13,2022,3,13,1124075,832,6,12,75,1,11240
2022-03-13,2022,3,13,1124071,5284,6,12,324,1,11240
2022-03-13,2022,3,13,1124067,2801,6,12,262,1,11240
2022-03-13,2022,3,13,1124066,3332,6,12,271,1,11240
2022-03-13,2022,3,13,1124062,793,6,12,90,1,11240
2022-03-13,2022,3,13,1124061,4216,6,12,267,1,11240
2022-03-13,2022,3,13,1124060,4741,6,12,396,1,11240
2022-03-13,2022,3,13,1124058,3352,6,12,215,1,11240
2022-03-13,2022,3,13,1124057,1667,6,12,161,1,11240
2022-03-13,2022,3,13,1124056,3054,6,12,235,1,11240
2022-03-13,2022,3,13,1124054,1304,6,12,116,1,11240
2022-03-13,2022,3,13,1124052,2805,6,12,187,1,11240
2022-03-14,2022,3,14,1124082,4948,0,12,395,0,11240
2022-03-14,2022,3,14,1124081,4673,0,12,345,0,11240
2022-03-14,2022,3,14,1124065,3727,0,12,338,0,11240
2022-03-14,2022,3,14,1124064,3468,0,12,257,0,11240
2022-03-14,2022,3,14,1124053,1235,0,12,99,0,11240
2022-03-14,2022,3,14,1124077,8252,0,12,356,0,11240
2022-03-14,2022,3,14,1124069,3500,0,12,201,0,11240
2022-03-14,2022,3,14,1124063,5495,0,12,362,0,11240
2022-03-14,2022,3,14,1124059,2324,0,12,161,0,11240
2022-03-14,2022,3,14,1124055,1670,0,12,139,0,11240
2022-03-14,2022,3,14,1124051,1657,0,12,113,0,11240
2022-03-14,2022,3,14,1124068,1768,0,12,148,0,11240
2022-03-14,2022,3,14,1124080,8730,0,12,405,0,11240
2022-03-14,2022,3,14,1124079,2372,0,12,149,0,11240
2022-03-14,2022,3,14,1124078,2288,0,12,126,0,11240
2022-03-14,2022,3,14,1124075,832,0,12,75,0,11240
2022-03-14,2022,3,14,1124071,5284,0,12,324,0,11240
2022-03-14,2022,3,14,1124067,2801,0,12,262,0,11240
2022-03-14,2022,3,14,1124066,3332,0,12,271,0,11240
2022-03-14,2022,3,14,1124062,793,0,12,90,0,11240
2022-03-14,2022,3,14,1124061,4216,0,12,267,0,11240
2022-03-14,2022,3,14,1124060,4741,0,12,396,0,11240
2022-03-14,2022,3,14,1124058,3352,0,12,215,0,11240
2022-03-14,2022,3,14,1124057,1667,0,12,161,0,11240
2022-03-14,2022,3,14,1124056,3054,0,12,235,0,11240
2022-03-14,2022,3,14,1124054,1304,0,12,116,0,11240
2022-03-14,2022,3,14,1124052,2805,0,12,187,0,11240
2022-03-15,2022,3,15,1124082,11973,1,12,478,0,11240
2022-03-15,2022,3,15,1124081,10030,1,12,355,0,11240
2022-03-15,2022,3,15,1124065,8916,1,12,372,0,11240
2022-03-15,2022,3,15,1124064,7189,1,12,316,0,11240
2022-03-15,2022,3,15,1124053,2641,1,12,103,0,11240
2022-03-15,2022,3,15,1124077,13493,1,12,472,0,11240
2022-03-15,2022,3,15,1124069,8566,1,12,319,0,11240
2022-03-15,2022,3,15,1124063,11633,1,12,485,0,11240
2022-03-15,2022,3,15,1124059,4991,1,12,181,0,11240
2022-03-15,2022,3,15,1124055,3316,1,12,122,0,11240
2022-03-15,2022,3,15,1124051,3435,1,12,140,0,11240
2022-03-15,2022,3,15,1124068,4360,1,12,181,0,11240
2022-03-15,2022,3,15,1124080,15781,1,12,569,0,11240
2022-03-15,2022,3,15,1124079,3701,1,12,151,0,11240
2022-03-15,2022,3,15,1124078,4128,1,12,108,0,11240
2022-03-15,2022,3,15,1124075,1844,1,12,80,0,11240
2022-03-15,2022,3,15,1124071,9220,1,12,381,0,11240
2022-03-15,2022,3,15,1124067,6181,1,12,270,0,11240
2022-03-15,2022,3,15,1124066,7619,1,12,330,0,11240
2022-03-15,2022,3,15,1124062,2151,1,12,86,0,11240
2022-03-15,2022,3,15,1124061,7946,1,12,337,0,11240
2022-03-15,2022,3,15,1124060,9795,1,12,432,0,11240
2022-03-15,2022,3,15,1124058,6069,1,12,259,0,11240
2022-03-15,2022,3,15,1124057,3054,1,12,144,0,11240
2022-03-15,2022,3,15,1124056,5993,1,12,282,0,11240
2022-03-15,2022,3,15,1124054,3060,1,12,138,0,11240
2022-03-15,2022,3,15,1124052,6496,1,12,245,0,11240
2022-03-16,2022,3,16,1124053,2717,2,12,86,0,11240
2022-03-16,2022,3,16,1124077,13659,2,12,475,0,11240
2022-03-16,2022,3,16,1124069,8661,2,12,291,0,11240
2022-03-16,2022,3,16,1124063,11789,2,12,494,0,11240
2022-03-16,2022,3,16,1124059,5081,2,12,183,0,11240
2022-03-16,2022,3,16,1124055,3339,2,12,155,0,11240
2022-03-16,2022,3,16,1124051,3443,2,12,144,0,11240
2022-03-16,2022,3,16,1124068,4456,2,12,158,0,11240
2022-03-16,2022,3,16,1124080,15910,2,12,582,0,11240
2022-03-16,2022,3,16,1124079,3572,2,12,114,0,11240
2022-03-16,2022,3,16,1124078,4171,2,12,111,0,11240
2022-03-16,2022,3,16,1124075,1809,2,12,70,0,11240
2022-03-16,2022,3,16,1124071,9294,2,12,375,0,11240
2022-03-16,2022,3,16,1124067,6101,2,12,256,0,11240
2022-03-16,2022,3,16,1124066,7628,2,12,314,0,11240
2022-03-16,2022,3,16,1124062,2104,2,12,70,0,11240
2022-03-16,2022,3,16,1124061,8063,2,12,343,0,11240
2022-03-16,2022,3,16,1124060,9721,2,12,395,0,11240
2022-03-16,2022,3,16,1124058,6046,2,12,223,0,11240
2022-03-16,2022,3,16,1124057,3081,2,12,96,0,11240
2022-03-16,2022,3,16,1124056,6089,2,12,313,0,11240
2022-03-16,2022,3,16,1124054,2819,2,12,116,0,11240
2022-03-16,2022,3,16,1124052,6778,2,12,246,0,11240
2022-03-16,2022,3,16,1124082,12033,2,12,489,0,11240
2022-03-16,2022,3,16,1124081,10047,2,12,363,0,11240
2022-03-16,2022,3,16,1124065,8911,2,12,391,0,11240
2022-03-16,2022,3,16,1124064,7182,2,12,288,0,11240
2022-03-17,2022,3,17,1124082,12027,3,12,482,0,11240
2022-03-17,2022,3,17,1124081,9737,3,12,311,0,11240
2022-03-17,2022,3,17,1124065,8834,3,12,373,0,11240
2022-03-17,2022,3,17,1124064,7068,3,12,301,0,11240
2022-03-17,2022,3,17,1124053,2673,3,12,113,0,11240
2022-03-17,2022,3,17,1124077,13452,3,12,484,0,11240
2022-03-17,2022,3,17,1124069,8681,3,12,321,0,11240
2022-03-17,2022,3,17,1124063,11558,3,12,494,0,11240
2022-03-17,2022,3,17,1124059,4967,3,12,178,0,11240
2022-03-17,2022,3,17,1124055,3341,3,12,127,0,11240
2022-03-17,2022,3,17,1124051,3392,3,12,136,0,11240
2022-03-17,2022,3,17,1124068,4330,3,12,154,0,11240
2022-03-17,2022,3,17,1124080,15598,3,12,594,0,11240
2022-03-17,2022,3,17,1124079,3708,3,12,148,0,11240
2022-03-17,2022,3,17,1124078,4207,3,12,114,0,11240
2022-03-17,2022,3,17,1124075,1837,3,12,71,0,11240
2022-03-17,2022,3,17,1124071,9304,3,12,381,0,11240
2022-03-17,2022,3,17,1124067,6069,3,12,231,0,11240
2022-03-17,2022,3,17,1124066,7696,3,12,336,0,11240
2022-03-17,2022,3,17,1124062,2078,3,12,70,0,11240
2022-03-17,2022,3,17,1124061,8009,3,12,322,0,11240
2022-03-17,2022,3,17,1124060,9739,3,12,422,0,11240
2022-03-17,2022,3,17,1124058,6159,3,12,258,0,11240
2022-03-17,2022,3,17,1124057,3052,3,12,105,0,11240
2022-03-17,2022,3,17,1124056,5935,3,12,280,0,11240
2022-03-17,2022,3,17,1124054,2969,3,12,115,0,11240
2022-03-17,2022,3,17,1124052,6533,3,12,245,0,11240
2022-03-18,2022,3,18,1124082,12227,4,12,461,0,11240
2022-03-18,2022,3,18,1124081,10462,4,12,409,0,11240
2022-03-18,2022,3,18,1124065,8956,4,12,376,0,11240
2022-03-18,2022,3,18,1124064,7344,4,12,326,0,11240
2022-03-18,2022,3,18,1124053,2687,4,12,102,0,11240
2022-03-18,2022,3,18,1124077,14099,4,12,493,0,11240
2022-03-18,2022,3,18,1124069,8790,4,12,331,0,11240
2022-03-18,2022,3,18,1124063,11898,4,12,512,0,11240
2022-03-18,2022,3,18,1124059,5013,4,12,203,0,11240
2022-03-18,2022,3,18,1124055,3485,4,12,142,0,11240
2022-03-18,2022,3,18,1124051,3416,4,12,141,0,11240
2022-03-18,2022,3,18,1124068,4249,4,12,159,0,11240
2022-03-18,2022,3,18,1124080,16156,4,12,605,0,11240
2022-03-18,2022,3,18,1124079,3682,4,12,169,0,11240
2022-03-18,2022,3,18,1124078,4111,4,12,111,0,11240
2022-03-18,2022,3,18,1124075,1839,4,12,82,0,11240
2022-03-18,2022,3,18,1124071,9875,4,12,443,0,11240
2022-03-18,2022,3,18,1124067,6371,4,12,246,0,11240
2022-03-18,2022,3,18,1124066,7656,4,12,361,0,11240
2022-03-18,2022,3,18,1124062,2147,4,12,87,0,11240
2022-03-18,2022,3,18,1124061,8186,4,12,358,0,11240
2022-03-18,2022,3,18,1124060,9888,4,12,401,0,11240
2022-03-18,2022,3,18,1124058,6389,4,12,264,0,11240
2022-03-18,2022,3,18,1124057,3201,4,12,131,0,11240
2022-03-18,2022,3,18,1124056,6220,4,12,273,0,11240
2022-03-18,2022,3,18,1124054,2922,4,12,111,0,11240
2022-03-18,2022,3,18,1124052,6562,4,12,289,0,11240
2022-03-19,2022,3,19,1124082,7073,5,12,501,1,11240
2022-03-19,2022,3,19,1124081,6499,5,12,365,1,11240
2022-03-19,2022,3,19,1124065,5413,5,12,361,1,11240
2022-03-19,2022,3,19,1124064,4935,5,12,302,1,11240
2022-03-19,2022,3,19,1124053,1654,5,12,103,1,11240
2022-03-19,2022,3,19,1124077,10676,5,12,479,1,11240
2022-03-19,2022,3,19,1124069,5007,5,12,282,1,11240
2022-03-19,2022,3,19,1124063,7686,5,12,458,1,11240
2022-03-19,2022,3,19,1124059,3057,5,12,206,1,11240
2022-03-19,2022,3,19,1124055,2284,5,12,161,1,11240
2022-03-19,2022,3,19,1124051,2165,5,12,133,1,11240
2022-03-19,2022,3,19,1124068,2430,5,12,202,1,11240
2022-03-19,2022,3,19,1124080,11852,5,12,670,1,11240
2022-03-19,2022,3,19,1124079,2456,5,12,212,1,11240
2022-03-19,2022,3,19,1124078,2311,5,12,125,1,11240
2022-03-19,2022,3,19,1124075,1146,5,12,94,1,11240
2022-03-19,2022,3,19,1124071,7328,5,12,487,1,11240
2022-03-19,2022,3,19,1124067,4073,5,12,301,1,11240
2022-03-19,2022,3,19,1124066,5093,5,12,338,1,11240
2022-03-19,2022,3,19,1124062,1130,5,12,84,1,11240
2022-03-19,2022,3,19,1124061,5965,5,12,420,1,11240
2022-03-19,2022,3,19,1124060,6553,5,12,487,1,11240
2022-03-19,2022,3,19,1124058,4603,5,12,278,1,11240
2022-03-19,2022,3,19,1124057,2354,5,12,200,1,11240
2022-03-19,2022,3,19,1124056,4347,5,12,307,1,11240
2022-03-19,2022,3,19,1124054,1862,5,12,125,1,11240
2022-03-19,2022,3,19,1124052,3744,5,12,256,1,11240
2022-03-20,2022,3,20,1124082,5204,6,12,417,1,11240
2022-03-20,2022,3,20,1124081,5272,6,12,347,1,11240
2022-03-20,2022,3,20,1124065,3899,6,12,224,1,11240
2022-03-20,2022,3,20,1124064,3618,6,12,320,1,11240
2022-03-20,2022,3,20,1124053,1273,6,12,109,1,11240
2022-03-20,2022,3,20,1124077,8852,6,12,356,1,11240
2022-03-20,2022,3,20,1124069,3997,6,12,203,1,11240
2022-03-20,2022,3,20,1124063,5890,6,12,396,1,11240
2022-03-20,2022,3,20,1124059,2615,6,12,168,1,11240
2022-03-20,2022,3,20,1124055,1986,6,12,199,1,11240
2022-03-20,2022,3,20,1124051,1720,6,12,94,1,11240
2022-03-20,2022,3,20,1124068,1855,6,12,149,1,11240
2022-03-20,2022,3,20,1124080,9671,6,12,459,1,11240
2022-03-20,2022,3,20,1124079,1735,6,12,155,1,11240
2022-03-20,2022,3,20,1124078,1821,6,12,109,1,11240
2022-03-20,2022,3,20,1124075,889,6,12,78,1,11240
2022-03-20,2022,3,20,1124071,5299,6,12,344,1,11240
2022-03-20,2022,3,20,1124067,3193,6,12,245,1,11240
2022-03-20,2022,3,20,1124066,3607,6,12,267,1,11240
2022-03-20,2022,3,20,1124062,853,6,12,83,1,11240
2022-03-20,2022,3,20,1124061,4774,6,12,315,1,11240
2022-03-20,2022,3,20,1124060,5082,6,12,421,1,11240
2022-03-20,2022,3,20,1124058,3749,6,12,251,1,11240
2022-03-20,2022,3,20,1124057,1751,6,12,155,1,11240
2022-03-20,2022,3,20,1124056,3422,6,12,300,1,11240
2022-03-20,2022,3,20,1124054,1358,6,12,89,1,11240
2022-03-20,2022,3,20,1124052,2878,6,12,204,1,11240
2022-03-21,2022,3,21,1124053,2641,0,12,99,0,11240
2022-03-21,2022,3,21,1124077,13490,0,12,546,0,11240
2022-03-21,2022,3,21,1124069,8702,0,12,296,0,11240
2022-03-21,2022,3,21,1124063,11591,0,12,463,0,11240
2022-03-21,2022,3,21,1124059,5084,0,12,212,0,11240
2022-03-21,2022,3,21,1124055,3316,0,12,149,0,11240
2022-03-21,2022,3,21,1124051,3330,0,12,131,0,11240
2022-03-21,2022,3,21,1124068,4440,0,12,161,0,11240
2022-03-21,2022,3,21,1124080,15465,0,12,573,0,11240
2022-03-21,2022,3,21,1124079,3667,0,12,122,0,11240
2022-03-21,2022,3,21,1124078,4132,0,12,93,0,11240
2022-03-21,2022,3,21,1124075,1785,0,12,58,0,11240
2022-03-21,2022,3,21,1124071,9455,0,12,411,0,11240
2022-03-21,2022,3,21,1124067,6152,0,12,245,0,11240
2022-03-21,2022,3,21,1124066,7653,0,12,313,0,11240
2022-03-21,2022,3,21,1124062,2105,0,12,64,0,11240
2022-03-21,2022,3,21,1124061,7949,0,12,315,0,11240
2022-03-21,2022,3,21,1124060,9715,0,12,405,0,11240
2022-03-21,2022,3,21,1124058,6222,0,12,260,0,11240
2022-03-21,2022,3,21,1124057,3087,0,12,120,0,11240
2022-03-21,2022,3,21,1124056,6043,0,12,286,0,11240
2022-03-21,2022,3,21,1124054,2893,0,12,119,0,11240
2022-03-21,2022,3,21,1124052,6466,0,12,231,0,11240
2022-03-21,2022,3,21,1124082,11823,0,12,416,0,11240
2022-03-21,2022,3,21,1124081,9955,0,12,311,0,11240
2022-03-21,2022,3,21,1124065,8943,0,12,354,0,11240
2022-03-21,2022,3,21,1124064,7091,0,12,303,0,11240
2022-03-22,2022,3,22,1124082,12215,1,12,448,0,11240
2022-03-22,2022,3,22,1124081,10023,1,12,351,0,11240
2022-03-22,2022,3,22,1124065,9037,1,12,367,0,11240
2022-03-22,2022,3,22,1124064,7225,1,12,323,0,11240
2022-03-22,2022,3,22,1124053,2681,1,12,103,0,11240
2022-03-22,2022,3,22,1124077,13845,1,12,485,0,11240
2022-03-22,2022,3,22,1124069,8707,1,12,327,0,11240
2022-03-22,2022,3,22,1124063,11784,1,12,495,0,11240
2022-03-22,2022,3,22,1124059,4955,1,12,189,0,11240
2022-03-22,2022,3,22,1124055,3258,1,12,117,0,11240
2022-03-22,2022,3,22,1124051,3482,1,12,144,0,11240
2022-03-22,2022,3,22,1124068,4436,1,12,164,0,11240
2022-03-22,2022,3,22,1124080,15950,1,12,588,0,11240
2022-03-22,2022,3,22,1124079,3838,1,12,157,0,11240
2022-03-22,2022,3,22,1124078,4223,1,12,126,0,11240
2022-03-22,2022,3,22,1124075,1857,1,12,61,0,11240
2022-03-22,2022,3,22,1124071,9606,1,12,426,0,11240
2022-03-22,2022,3,22,1124067,6082,1,12,264,0,11240
2022-03-22,2022,3,22,1124066,7792,1,12,353,0,11240
2022-03-22,2022,3,22,1124062,2101,1,12,80,0,11240
2022-03-22,2022,3,22,1124061,8070,1,12,305,0,11240
2022-03-22,2022,3,22,1124060,9851,1,12,406,0,11240
2022-03-22,2022,3,22,1124058,6296,1,12,232,0,11240
2022-03-22,2022,3,22,1124057,3135,1,12,108,0,11240
2022-03-22,2022,3,22,1124056,6050,1,12,305,0,11240
2022-03-22,2022,3,22,1124054,2900,1,12,116,0,11240
2022-03-22,2022,3,22,1124052,6626,1,12,251,0,11240
2022-03-23,2022,3,23,1124082,12343,2,12,475,0,11240
2022-03-23,2022,3,23,1124081,9965,2,12,350,0,11240
2022-03-23,2022,3,23,1124065,8854,2,12,355,0,11240
2022-03-23,2022,3,23,1124064,7280,2,12,280,0,11240
2022-03-23,2022,3,23,1124053,2783,2,12,101,0,11240
2022-03-23,2022,3,23,1124077,13904,2,12,522,0,11240
2022-03-23,2022,3,23,1124069,8907,2,12,341,0,11240
2022-03-23,2022,3,23,1124063,11779,2,12,463,0,11240
2022-03-23,2022,3,23,1124059,5052,2,12,184,0,11240
2022-03-23,2022,3,23,1124055,3365,2,12,145,0,11240
2022-03-23,2022,3,23,1124051,3427,2,12,144,0,11240
2022-03-23,2022,3,23,1124068,4278,2,12,154,0,11240
2022-03-23,2022,3,23,1124080,16077,2,12,572,0,11240
2022-03-23,2022,3,23,1124079,3809,2,12,169,0,11240
